,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213
0,0.0,0.17382014,0.20597206,0.16838488,0.21407601,0.11983037,0.22630805,0.24245386,0.12928683,0.18817878,0.17354682,0.22132182,0.18840905,0.19973789,0.24630842,0.24829505,0.23703294,0.09341057,0.17808495,0.17578152,0.15383768,0.21833117,0.21895026,0.2320465,0.23982622,0.23636179,0.20322414,0.24336955,0.24144834,0.22800586,0.20693189,0.2687365,0.158543,0.2529871,0.23807153,0.2523749,0.11409395,0.23883,0.18143506,0.18143506,0.25651783,0.2728498,0.23783778,0.1693752,0.1785251,0.17476112,0.2081612,0.11198281,0.2080958,0.20391537,0.16216215,0.20425364,0.32660288,0.3258688,0.3222964,0.34178162,0.20769729,0.22817945,0.18957005,0.16623841,0.22678122,0.09046956,0.11508112,0.14112231,0.16997579,0.19643776,0.18646099,0.19455734,0.19305536,0.22627921,0.07527526,0.093322575,0.15672499,0.14326891,0.16241944,0.1666528,0.10238989,0.14603673,0.14758599,0.14112742,0.12360166,0.1930758,0.16226186,0.13671157,0.13715254,0.15857299,0.2130733,0.12276246,0.1719239,0.16169083,0.06558052,0.21148045,0.2098814,0.23096304,0.22820781,0.1457606,0.119457096,0.23934549,0.2900468,0.24602465,0.26827556,0.3172179,0.35758692,0.19810538,0.25165808,0.97163886,1.0651227,0.9398555,0.8312459,0.69118726,0.77968735,0.7799878,0.7877437,0.05197978,0.06734325,0.0669021,0.041813225,0.060835846,0.07284255,0.11363547,0.09424362,0.10954942,0.15760496,0.12555003,0.12153011,0.0886832,0.17686436,0.36670184,0.44023925,0.621691,0.63592464,0.91035295,0.06008829,0.07834925,0.10456255,0.05262441,0.12371401,0.14526027,0.18365182,0.1617275,0.12345557,0.09210465,0.10746889,0.14612587,0.21389484,0.067550145,0.17567962,0.1679573,0.1669244,0.1771206,0.23967396,0.09029822,0.21692348,0.18860896,0.16406664,0.22186448,0.20675194,0.12126802,0.19080748,0.22981085,0.2172561,0.16361192,0.22672051,1.1035227,0.9705031,0.9715396,0.9948912,1.0856673,1.0795517,1.0813998,1.0790654,0.98382133,0.98256713,1.0800462,0.9803266,1.0730658,0.9668418,0.96153307,0.97611576,0.9838012,1.0244106,1.0537499,1.0812275,1.08848,1.0843215,1.0692413,1.1010754,0.96204495,0.99641377,1.079236,0.9896798,1.0290099,1.0439143,0.9935456,0.9929501,1.0352612,1.0273126,1.0332574,1.0326283,1.0359831,1.037509,1.0780821,1.0438054,0.9940595,1.0333852,0.9930711,0.9973126,1.083641,1.0359703,0.9997487,0.9929538,0.9935405,0.9947301,0.992953
1,0.17382014,0.0,0.032152154,0.0063350177,0.04054226,0.05619152,0.05284112,0.06905947,0.044853847,0.014394753,0.010781117,0.04782831,0.016254576,0.025944363,0.072689354,0.07468936,0.06363299,0.08041231,0.004970894,0.008106098,0.022121448,0.045854546,0.04541734,0.058367327,0.06622347,0.06276582,0.02940429,0.069654375,0.06769217,0.054282784,0.033112064,0.09516208,0.017558288,0.07918748,0.06437085,0.0787689,0.060422488,0.065077424,0.011530202,0.011530202,0.082955,0.09918914,0.064031504,0.008112567,0.00957268,0.0025653478,0.034589633,0.06209173,0.035016447,0.0301095,0.012135472,0.03102198,0.1528009,0.15211295,0.1487497,0.16877371,0.03390666,0.05444468,0.016732937,0.007634267,0.05315964,0.25964025,0.058745112,0.03294174,0.0047494066,0.0226388,0.012673255,0.020772928,0.019235307,0.05262191,0.20263404,0.25328538,0.03908175,0.053872015,0.037941217,0.033994697,0.08799375,0.047913253,0.054499798,0.07166875,0.10412603,0.03828297,0.02935346,0.06601665,0.1345698,0.04048501,0.050271504,0.08269845,0.03545014,0.07434292,0.12607904,0.049052984,0.07558273,0.0678417,0.06479654,0.05953864,0.06751562,0.08011951,0.13535094,0.10083537,0.13832672,0.15977056,0.18929446,0.0574748,0.11475243,0.89410603,1.1326998,0.8591722,0.7369145,0.5733047,0.6756485,0.6760126,0.68635803,0.14516816,0.11067284,0.11567151,0.1595147,0.1607044,0.18117352,0.07642009,0.088757224,0.112361945,0.04285533,0.084127,0.06512726,0.11917878,0.022653678,0.25427246,0.37451917,0.5264004,0.52319974,0.8260667,0.11831657,0.23866662,0.07515006,0.20049708,0.057633106,0.05022165,0.037595212,0.045409627,0.07481479,0.101030014,0.11297738,0.07086922,0.07316413,0.15991978,0.10250557,0.12730148,0.16866717,0.1079215,0.27265877,0.16551788,0.06950781,0.11871014,0.118726656,0.120284125,0.1296635,0.10180006,0.19104855,0.2546915,0.19493422,0.19686502,0.35315233,1.1830025,0.92394525,0.9154548,0.9322274,1.0137597,1.009272,1.0115203,1.0102847,1.001463,0.9968853,1.009358,0.98451895,1.006176,0.94210243,0.92674655,0.94941306,0.95223814,0.9691436,0.9962228,1.0146106,1.0168735,1.0122312,1.1422182,1.179576,0.99322206,1.0252467,1.1502808,0.9947399,0.9877286,0.994211,1.0048195,0.9974691,0.990251,0.9871187,0.9893749,0.9891428,0.9905228,0.99115103,1.0121646,0.99409765,1.0075393,0.98940605,0.99507874,0.98618406,1.15562,0.99055254,0.98476833,0.9995598,1.0047121,0.98954374,0.99877346
2,0.20597206,0.032152154,0.0,0.037765138,0.009722201,0.08777503,0.021435797,0.037453912,0.07689843,0.01782043,0.034441423,0.01655879,0.019167233,0.006339111,0.04078397,0.042789526,0.032096826,0.11256442,0.028037759,0.031348046,0.05312597,0.017317347,0.014169693,0.026468992,0.034378037,0.030959217,0.0027479464,0.03764439,0.035633694,0.022337526,0.0009601172,0.06322169,0.048333257,0.047062308,0.032400824,0.046850957,0.0924055,0.033030245,0.026329415,0.026329415,0.051063687,0.067171216,0.031905457,0.03735892,0.028869955,0.031309027,0.004890497,0.09418152,0.00821107,0.0022359863,0.04397322,0.0066410876,0.12065465,0.11998677,0.11672378,0.13697533,0.0024024062,0.022474768,0.017562378,0.039748654,0.021433456,0.29151642,0.09089666,0.065003276,0.036134344,0.0096088275,0.019542707,0.011506953,0.01291688,0.020830747,0.23283128,0.28463322,0.06229069,0.079083234,0.05864685,0.053347863,0.11767802,0.07340637,0.07811245,0.09492086,0.1289378,0.03813755,0.052596867,0.09119773,0.15676112,0.062482174,0.034787446,0.10920051,0.051331777,0.09120015,0.15701309,0.034523398,0.07228287,0.046882953,0.04420266,0.08294868,0.09682821,0.060152687,0.11289993,0.08633147,0.12629722,0.13502844,0.15941636,0.057121597,0.102398254,0.88265,1.1475353,0.8471959,0.72258586,0.5546232,0.65951777,0.6598938,0.6707519,0.17630689,0.14245254,0.14711294,0.19089444,0.19111766,0.21099088,0.10556617,0.1196118,0.13908575,0.064762756,0.10990065,0.094382636,0.14826897,0.037926756,0.24145992,0.36998,0.51318425,0.50603986,0.8134723,0.15012577,0.27013236,0.10623687,0.23180203,0.087869436,0.07548681,0.04526265,0.06493623,0.10209648,0.13090922,0.13997506,0.09278329,0.06697151,0.1899127,0.11549245,0.14344697,0.18746014,0.1208039,0.28987688,0.19379252,0.06022845,0.12926884,0.13534515,0.120955735,0.1363962,0.12713788,0.20759116,0.27140534,0.20705293,0.2180701,0.3805916,1.199777,0.91855454,0.90822303,0.92363226,1.003073,0.9989228,1.0012447,1.0002316,1.0078537,1.0026892,0.99892706,0.9885167,0.99651086,0.9408483,0.9236277,0.9477588,0.9496454,0.9618905,0.9884403,1.0049762,1.0062385,1.001512,1.1579604,1.19619,1.0020655,1.0335729,1.1656754,0.99886256,0.9831444,0.98796916,1.0100445,1.0014834,0.98493576,0.9827468,0.98428136,0.98412704,0.98511916,0.98557085,1.0026759,0.9878553,1.0131565,0.9842937,0.9986395,0.98733896,1.171164,0.9851571,0.9852066,1.0039498,1.0099187,0.99179375,1.0030221
3,0.16838488,0.0063350177,0.037765138,0.0,0.04570493,0.051793095,0.057968426,0.07416097,0.039923083,0.02027465,0.014787698,0.05296822,0.022583148,0.031695165,0.07793691,0.07992778,0.068731494,0.074994326,0.009731428,0.013266122,0.019115109,0.050462376,0.050583854,0.063662045,0.07145614,0.06799177,0.03502964,0.07498473,0.0730695,0.059623357,0.038723383,0.100387424,0.015231509,0.08462956,0.06968667,0.08400912,0.055524137,0.07045083,0.014047001,0.014047001,0.088167615,0.10447508,0.06949772,0.0036060812,0.0153336385,0.008494064,0.04050245,0.056986112,0.039864097,0.035806436,0.0062251645,0.0370917,0.15836316,0.15773001,0.15448536,0.17464428,0.03937202,0.05979902,0.021295348,0.00314788,0.05840183,0.2546848,0.053334665,0.027281124,0.0016597899,0.02816372,0.018245328,0.026268512,0.02491496,0.05789545,0.19877203,0.24874872,0.039425336,0.052933283,0.039199993,0.035918444,0.08465856,0.047028247,0.054135397,0.07107512,0.10266467,0.04363778,0.030314548,0.06483993,0.13375361,0.04118569,0.056457397,0.08080454,0.03822363,0.07554749,0.12191738,0.055211212,0.08042872,0.07412235,0.071075715,0.059121534,0.064531945,0.08633105,0.14158502,0.10663022,0.1437627,0.1660753,0.19553007,0.06226026,0.12030017,0.8991048,1.1330905,0.86424017,0.74227846,0.57914037,0.6812191,0.6815818,0.6918708,0.14084633,0.10590179,0.11118318,0.15501389,0.15678121,0.17751786,0.07343696,0.08475094,0.1101701,0.043476406,0.08249429,0.06219951,0.115990356,0.026748968,0.25960755,0.37868014,0.53166485,0.52889574,0.83121467,0.11350554,0.23405524,0.07104857,0.1960152,0.054236922,0.049359303,0.041920103,0.046667665,0.07269028,0.09753064,0.11067893,0.07071816,0.07837621,0.15621084,0.10425239,0.12812665,0.16864075,0.10964085,0.27279487,0.16255192,0.07506995,0.120834,0.11949476,0.12416594,0.13245761,0.100174114,0.19150904,0.25497523,0.19638203,0.19611673,0.35031018,1.1829474,0.9280947,0.91987586,0.9368399,1.0186495,1.0141174,1.0163556,1.0150903,1.0036027,0.9991362,1.0142143,0.9871045,1.0109296,0.94559973,0.9305456,0.9529749,0.955951,0.9735629,1.0007156,1.0193596,1.0217562,1.0171252,1.1424037,1.1795586,0.9948868,1.0270101,1.1505444,0.99730164,0.9917494,0.9984806,1.0071776,1.0000502,0.99438274,0.99110705,0.9934732,0.99322927,0.99466777,0.99532247,1.0168939,0.9983673,1.009824,0.99350715,0.99774206,0.9892718,1.1558495,0.99469626,0.9879786,1.0020722,1.0070736,0.99244076,1.0013118
4,0.21407601,0.04054226,0.009722201,0.04570493,0.0,0.09661644,0.012298859,0.028517235,0.08538718,0.026614219,0.043859415,0.0072860518,0.028753776,0.015726196,0.032233533,0.034223113,0.023091024,0.12069769,0.036048554,0.04062577,0.062090997,0.008053929,0.0048812153,0.018001676,0.025751956,0.022287445,0.012097257,0.029329417,0.027477717,0.014059957,0.00895986,0.054684013,0.057318877,0.03909643,0.024029626,0.038304314,0.10096373,0.02486515,0.032976788,0.032976788,0.042464953,0.05877418,0.024121212,0.04478739,0.038254056,0.04001856,0.011495562,0.1025907,0.0065565105,0.011922923,0.051921755,0.015420268,0.11290297,0.112381995,0.10947898,0.13014762,0.007368664,0.0142633,0.024537688,0.047981415,0.012711517,0.30018234,0.09903959,0.072953776,0.044131525,0.018092224,0.02789995,0.01987334,0.021637134,0.012236219,0.24220079,0.29364705,0.072006725,0.08878369,0.068364106,0.06305911,0.12708955,0.083090104,0.08783434,0.10463761,0.13865992,0.04674852,0.06229033,0.10090921,0.16640577,0.072204225,0.04017278,0.11888733,0.060962427,0.100629434,0.16616352,0.040250175,0.07902805,0.049095925,0.04676176,0.092670515,0.106269516,0.06213935,0.112600714,0.089633636,0.12980801,0.13340339,0.15451348,0.064886495,0.106112905,0.8851461,1.1561805,0.8495361,0.7241944,0.5547577,0.6605308,0.66091096,0.6719437,0.1853919,0.15119494,0.15605822,0.19988067,0.20042689,0.22042894,0.115042716,0.12876514,0.14877902,0.07448366,0.119609684,0.10382782,0.15778978,0.047643833,0.24406667,0.37476274,0.515265,0.50676745,0.8156235,0.15884644,0.2790859,0.11530351,0.24082969,0.09713644,0.08518108,0.0544739,0.07461592,0.11173911,0.140299,0.14965768,0.10247487,0.073195696,0.19931202,0.12442621,0.1526377,0.1968388,0.12969996,0.29900724,0.20341548,0.06589243,0.13781656,0.14460407,0.12782136,0.14430468,0.13685814,0.21671441,0.2804881,0.21559203,0.22762108,0.39028656,1.2087044,0.92282873,0.91198176,0.9269908,1.0057838,1.0017383,1.0040823,1.0031375,1.0149667,1.0096794,1.0017174,0.9951159,0.9995352,0.94620895,0.92851204,0.95301694,0.95466214,0.965632,0.9920239,1.0080081,1.0089647,1.0042132,1.166742,1.2050949,1.0096738,1.0410765,1.1744049,1.005488,0.9876266,0.99199295,1.0169096,1.0080845,0.9892179,0.98728645,0.9886245,0.9884915,0.9893769,0.9897797,1.0057524,0.991879,1.0201055,0.98863167,1.0051395,0.99328256,1.1799155,0.989417,0.9909781,1.0106336,1.01678,0.99799466,1.0096749
5,0.11983037,0.05619152,0.08777503,0.051793095,0.09661644,0.0,0.10889703,0.12509428,0.013049661,0.07005328,0.054122847,0.10389103,0.06934342,0.081439555,0.12855566,0.13056105,0.119682625,0.029004216,0.06093738,0.056692462,0.0346763,0.10202517,0.10146902,0.11423023,0.122131296,0.11869417,0.08505597,0.12541294,0.12338313,0.11010606,0.08872123,0.15099515,0.039469942,0.13469297,0.12017585,0.13462533,0.007628632,0.1207891,0.0657884,0.0657884,0.13883622,0.15491715,0.11957903,0.053811025,0.059360966,0.056598533,0.08937347,0.01109542,0.091207564,0.08561279,0.045936547,0.08525725,0.20768028,0.2067938,0.2029311,0.2220996,0.0897316,0.11024756,0.07281808,0.049079996,0.10910929,0.20378564,0.014192927,0.027466072,0.05318218,0.078551784,0.06873617,0.07674597,0.07503267,0.10853926,0.14721014,0.197094,0.039616983,0.032690123,0.045164876,0.048429653,0.03545946,0.0319034,0.03763321,0.04455624,0.06325633,0.074079394,0.043066885,0.035891183,0.09635777,0.042036876,0.09366219,0.041279703,0.05392655,0.062308613,0.070157126,0.09208476,0.097825475,0.111826606,0.10897801,0.0392534,0.020411374,0.12118765,0.17432624,0.13241133,0.16204119,0.20093854,0.23825495,0.08271176,0.14154835,0.90394676,1.097208,0.8700664,0.7525502,0.59778094,0.6948688,0.6952088,0.7045608,0.089057446,0.05470711,0.0594802,0.10332411,0.10518972,0.12628236,0.027340591,0.03326685,0.06556917,0.04191526,0.04462083,0.019356487,0.0664213,0.05710934,0.2727648,0.37582847,0.5412144,0.5451916,0.83819616,0.06239547,0.18248402,0.01952819,0.14431092,0.011225325,0.0324344,0.06537298,0.047043215,0.03317629,0.047230218,0.06544884,0.047957882,0.099916354,0.10493013,0.08955124,0.10313829,0.13494246,0.0939597,0.23783858,0.1131757,0.10104491,0.107264996,0.0948732,0.12635924,0.123652644,0.05989345,0.16041113,0.22123939,0.1725093,0.15695041,0.30066526,1.144459,0.92282516,0.91762745,0.9367903,1.0218904,1.0168008,1.0189103,1.0172747,0.9798746,0.9762883,1.0170349,0.96699107,1.0124741,0.9336855,0.9216225,0.94167095,0.9461232,0.97120583,0.99916184,1.0208338,1.024903,1.0204241,1.1053056,1.1412817,0.9675853,1.0003967,1.1138972,0.9769769,0.98501235,0.99440974,0.98517615,0.97988284,0.9888183,0.98403037,0.98755264,0.98718387,0.98924553,0.99018455,1.0181303,0.99429756,0.98723155,0.987617,0.97826576,0.9734952,1.1189984,0.9892608,0.97331417,0.9813342,0.98509973,0.97497314,0.9807882
6,0.22630805,0.05284112,0.021435797,0.057968426,0.012298859,0.10889703,0.0,0.016218416,0.09768477,0.038861636,0.05587363,0.0050128084,0.04058761,0.027713606,0.020030359,0.022002932,0.010792678,0.13294937,0.048333175,0.05273623,0.07433897,0.009826203,0.007429089,0.006228577,0.013558658,0.010110013,0.024048874,0.017298903,0.015617627,0.0036964102,0.02054085,0.042429015,0.06955937,0.02720065,0.012061792,0.026076969,0.113262415,0.013076295,0.045021024,0.045021024,0.030209789,0.046557922,0.012824279,0.05695892,0.05029329,0.0522992,0.021428907,0.11488241,0.018274017,0.02366773,0.0641785,0.025843669,0.10090153,0.10045791,0.09777178,0.1186836,0.01928479,0.0039787935,0.03673807,0.060272824,0.0017929465,0.3124812,0.11129875,0.08519082,0.056404285,0.030348675,0.040195882,0.03215194,0.03387978,0.002239887,0.2542648,0.3059007,0.08333373,0.10021661,0.07940237,0.07404155,0.13911372,0.09461455,0.0990162,0.11559576,0.1497335,0.055261128,0.07379513,0.112247884,0.17677045,0.08335327,0.044573314,0.1303736,0.07150232,0.110325165,0.1783646,0.04507335,0.08400681,0.04894341,0.04718427,0.1037674,0.118263476,0.061118178,0.107786305,0.08964994,0.1296437,0.12689239,0.14455798,0.071661964,0.10644859,0.88277966,1.1634905,0.84697646,0.7207437,0.5496004,0.65637255,0.65675753,0.6679976,0.19762005,0.1634897,0.1683248,0.21213947,0.21253854,0.23242512,0.12699637,0.14096245,0.16021922,0.0855783,0.13095623,0.11581769,0.16968136,0.058760658,0.24223194,0.37570405,0.5124751,0.50232494,0.8128303,0.17114273,0.2913543,0.12753323,0.25307834,0.10927092,0.0966529,0.06394396,0.08532859,0.123390764,0.15234384,0.1611518,0.113195166,0.077518485,0.21134831,0.13281986,0.16155525,0.20620248,0.13799335,0.30761218,0.21510327,0.06959451,0.14536332,0.15371312,0.13249847,0.15063518,0.14804861,0.22536711,0.2889848,0.22294171,0.23753352,0.40168244,1.2166622,0.9228435,0.91128373,0.925749,1.003677,0.9997684,1.0021409,1.0012853,1.0193481,1.0138507,0.99971473,0.99863523,0.9978392,0.9477957,0.92939824,0.9544496,0.9557379,0.9649026,0.9910761,1.0063211,1.0068774,1.002094,1.1743581,1.2129993,1.0149336,1.0461433,1.1819019,1.0090495,0.9879262,0.9916484,1.0208688,1.0116055,0.9892343,0.9876679,0.98872703,0.98862416,0.9893591,0.9896932,1.0041243,0.99153423,1.0242058,0.98872685,1.0084953,0.9957539,1.1874624,0.98940235,0.993183,1.0142909,1.0207325,1.0008705,1.013281
7,0.24245386,0.06905947,0.037453912,0.07416097,0.028517235,0.12509428,0.016218416,0.0,0.113902494,0.055044264,0.071855806,0.021231197,0.05648809,0.043780245,0.0047254264,0.0063427184,0.00543028,0.1491215,0.06454276,0.06880187,0.090507515,0.024526704,0.023643753,0.011170876,0.0037402872,0.006651162,0.04012586,0.004637178,0.005639781,0.0152683,0.03653018,0.026322618,0.08572231,0.012707152,0.006161855,0.010200434,0.12948081,0.006564698,0.0610661,0.0610661,0.014153623,0.030539066,0.00870746,0.073080085,0.06630759,0.0685015,0.03676924,0.13109495,0.03435814,0.03966525,0.08036428,0.041187588,0.08518999,0.0848804,0.08257566,0.103834525,0.035396382,0.015183026,0.05290032,0.076486364,0.01602137,0.32869935,0.12748009,0.101354845,0.0726042,0.046543002,0.0564116,0.048357658,0.050063275,0.016626772,0.27019587,0.32206023,0.09861004,0.11554852,0.09441672,0.08903248,0.1550257,0.110052586,0.11409458,0.13039088,0.1645811,0.06824469,0.089275666,0.12745456,0.19076289,0.098456345,0.054191384,0.14570631,0.086095355,0.123790674,0.19446665,0.055067886,0.092637874,0.05322441,0.052307066,0.11874347,0.1341539,0.06344417,0.10329553,0.09216033,0.13114637,0.1196538,0.13199814,0.08253274,0.10897756,0.8798575,1.1732134,0.8438087,0.7164369,0.5430993,0.65115076,0.651542,0.6630536,0.21375218,0.17970222,0.18450357,0.22830752,0.22853185,0.24827842,0.14283805,0.15706499,0.17546497,0.1006185,0.14613612,0.1317054,0.18543133,0.07397738,0.240698,0.37749967,0.5091723,0.49681887,0.8093636,0.18735719,0.30753258,0.14367346,0.26923284,0.12531406,0.11203297,0.07762707,0.099992976,0.13891129,0.16827361,0.17645745,0.12774445,0.08557414,0.22725308,0.14470842,0.17391178,0.2189614,0.14973739,0.31929156,0.23059729,0.0772022,0.15620093,0.16632037,0.14003766,0.16000487,0.16302949,0.23723327,0.30055365,0.23322996,0.2508976,0.41676867,1.2272238,0.923058,0.9105609,0.9243037,1.0010681,0.9973414,0.9997512,0.999014,1.0252713,1.0195001,0.9972444,1.0034349,0.99577534,0.9500724,0.93075866,0.9565222,0.9573409,0.9641242,0.99000293,1.0042672,1.0042938,0.999469,1.1844788,1.2234915,1.0220045,1.052957,1.1918665,1.013902,0.9884995,0.9913715,1.0262394,1.0164046,0.98943424,0.98834926,0.9890405,0.9889773,0.98951375,0.9897573,1.0021487,0.9912572,1.0297606,0.9890307,1.0130789,0.9991806,1.1974915,0.98956114,0.99626076,1.0192679,1.0260946,1.0048265,1.0181911
8,0.12928683,0.044853847,0.07689843,0.039923083,0.08538718,0.013049661,0.09768477,0.113902494,0.0,0.05907845,0.0444357,0.09267247,0.05912536,0.07060934,0.11754029,0.11954103,0.10847397,0.036156926,0.04938947,0.04651579,0.02475206,0.09038296,0.09026508,0.10321461,0.1110765,0.107619405,0.0741548,0.11448841,0.11250977,0.09912195,0.07785524,0.14001307,0.029350622,0.123959474,0.109211355,0.12361987,0.0156027265,0.10989853,0.053727977,0.053727977,0.12780806,0.14402716,0.10880357,0.04160602,0.04926993,0.045594536,0.07890756,0.017312638,0.07972243,0.07479576,0.03385284,0.074969344,0.19738737,0.1966134,0.1930102,0.21260226,0.07872861,0.09927991,0.06118432,0.03743644,0.09801327,0.21481377,0.0150883775,0.014440284,0.041410737,0.067468114,0.057522945,0.06561483,0.06401358,0.097473614,0.15984766,0.20889556,0.037289146,0.03625469,0.042153597,0.04410871,0.048434407,0.033308707,0.040665045,0.05164888,0.07458266,0.067779414,0.037621588,0.04305443,0.10761984,0.04000977,0.08642098,0.05212132,0.04954233,0.06662088,0.082626134,0.08488824,0.095636435,0.10479785,0.10185297,0.043672707,0.031692985,0.115048364,0.1692651,0.12879889,0.16070609,0.19542606,0.23046467,0.07923019,0.13922438,0.9072698,1.1089753,0.8731382,0.7544715,0.59745073,0.6959015,0.6962476,0.705845,0.10125433,0.0659821,0.0714405,0.11521409,0.11783376,0.1390999,0.03956923,0.04613309,0.07800704,0.040637862,0.055116333,0.03006034,0.07946901,0.049585763,0.2733731,0.38061014,0.5431891,0.5454414,0.8409727,0.073582485,0.19416612,0.032456163,0.15621157,0.020821035,0.034669198,0.06018345,0.04600765,0.04366637,0.060276784,0.077996515,0.05413292,0.0967477,0.117746554,0.095287584,0.11168037,0.14570624,0.10005073,0.24915422,0.1262253,0.09679564,0.113099806,0.10319835,0.12861645,0.12858628,0.071368314,0.1707728,0.2323024,0.18140274,0.16883451,0.31369236,1.1566098,0.9285375,0.92264295,0.94129604,1.0256329,1.0206763,1.0228171,1.02127,0.9895019,0.9857444,1.0208775,0.9759042,1.0166211,0.9408775,0.9281557,0.94873244,0.95286256,0.97626096,1.0040368,1.0249996,1.028669,1.0241524,1.1172554,1.1534028,0.9778837,1.010573,1.1257809,0.9859343,0.9910728,0.99986625,0.9944681,0.9888093,0.9946145,0.9901669,0.99342924,0.99308866,0.9950095,0.995884,1.022352,0.9997538,0.99663967,0.99348676,0.9870527,0.9815194,1.1309127,0.9950277,0.9811042,0.99037516,0.9943862,0.9833492,0.98978615
9,0.18817878,0.014394753,0.01782043,0.02027465,0.026614219,0.07005328,0.038861636,0.055044264,0.05907845,0.0,0.017834093,0.033865098,0.006401128,0.011559852,0.058530066,0.060534384,0.049637917,0.09477911,0.01074664,0.014315858,0.03547961,0.032681555,0.03144016,0.044198293,0.052089974,0.048647,0.015076357,0.05543361,0.053439822,0.040085386,0.018777823,0.08099218,0.030704917,0.06488267,0.050170414,0.06460614,0.074592926,0.050831668,0.012102209,0.012102209,0.068809316,0.084970415,0.049725883,0.020460946,0.012312069,0.013496998,0.020235725,0.07636144,0.021682296,0.015737224,0.026401447,0.016880492,0.13842812,0.13772734,0.13435557,0.15441121,0.019688992,0.040235277,0.007081634,0.022024816,0.039056797,0.2737392,0.073117636,0.04733003,0.018618073,0.008522243,0.002634778,0.0067960545,0.0049819234,0.0384906,0.21570757,0.2670406,0.047508493,0.06375415,0.044816036,0.039889332,0.10068256,0.05788891,0.06345721,0.08061569,0.114120215,0.0337151,0.03749278,0.07599992,0.14329043,0.048215114,0.04019197,0.09353434,0.039339427,0.07987647,0.13955572,0.039248478,0.07139027,0.05648432,0.053492676,0.06844592,0.079931766,0.069329515,0.12409549,0.09239086,0.13120265,0.14773996,0.17548841,0.054042988,0.10731692,0.88792914,1.1383485,0.8527659,0.72947955,0.56399816,0.6674363,0.66780543,0.67837006,0.15877768,0.12469391,0.12946403,0.173278,0.17388642,0.19402428,0.088762484,0.102160536,0.12342206,0.050594315,0.09456099,0.077500604,0.13156985,0.025033794,0.24720211,0.37116495,0.51938236,0.51451355,0.8193894,0.13235983,0.2524937,0.08868931,0.21422029,0.07059507,0.060091175,0.036991708,0.051825613,0.08605914,0.11385425,0.124189354,0.07907017,0.067652695,0.17285934,0.10639467,0.13293128,0.1757699,0.11180688,0.27917603,0.17750627,0.06259921,0.12155017,0.12454415,0.1185191,0.13076527,0.11207049,0.19710188,0.26094303,0.19886918,0.20523076,0.36478966,1.1895614,0.92041606,0.91111666,0.9272964,1.0079303,1.0035883,1.0058688,1.0047296,1.0032134,0.9983686,1.003639,0.98518306,1.0007888,0.9404063,0.9242203,0.94754,0.9499487,0.9648035,0.99165463,1.0092378,1.0110668,1.0063876,1.1482909,1.1860595,0.9960902,1.027882,1.1561916,0.99546176,0.98456335,0.99031734,1.0060413,0.9981425,0.986764,0.984047,0.9859854,0.9857875,0.98699695,0.98754764,1.0068548,0.9902037,1.0089391,0.9860082,0.99554706,0.9855698,1.1616011,0.98703027,0.9838331,1.000403,1.0059255,0.98942125,0.9995528
